#,Geochemistry Reference,Province,Location,Sample Name,Rock Type,Latitude,Longitude,Age,Age reference,Sm (ppm),Nd (ppm),Rb (ppm),Sr (ppm),U (ppm),Pb (ppm),Th (ppm),143Nd/144Nd measured,87Sr/86Sr measured,206Pb/204Pb measured,207Pb/204Pb measured,208Pb/204Pb measured,147Sm/144Nd,143Nd/144Nd_i,87Rb/86Sr,87Sr/86Sr_i,238U/204Pb,235U/204Pb,232Th/204Pb,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i
424,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-65R3,15-19 ","Trachyandesite, Basaltic ",-50.185,63.94,68.3,[9],,,,,,,,0.512516,0.705952,17.556,15.524,38.128,,,,,,,,,,
427,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-64R4,103-115 ",Trachybasalt  / Basalt ,-50.185,63.94,68.3,[9],9.8,46.4,38.1,422.0,0.8,5.1,3.1,0.512524,0.705693,17.580,15.519,38.088,0.128,,0.261,,10.11,0.07,38.57,17.472,15.514,37.957
429,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-54R1,1-9 ",Rhyolite ,-50.185,63.94,68.3,[9],16.0,39.5,194.0,6.6,4.2,18.8,25.2,0.512530,1.582557,17.649,15.526,38.366,0.245,,92.045,,13.82,0.10,85.48,17.501,15.519,38.077
431,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-57R1,127-134 ",Rhyolite ,-50.185,63.94,68.3,[9],,,,,,,,0.512535,,17.726,15.536,38.366,,,,,,,,,,
432,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-54R1,1-9_LEACHATE ",Rhyolite ,-50.185,63.94,68.3,[9],,,,,,,,0.512540,0.719410,,,,,,,,,,,,,
433,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-52R1,2-7 ",Rhyolite ,-50.185,63.94,68.3,[9],,,,,,,,0.512543,0.781033,,,,,,,,,,,,,
436,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-52R1,2-7 ",Rhyolite ,-50.185,63.94,68.3,[9],,,,,,,,0.512545,1.441548,17.687,15.527,38.518,,,,,,,,,,
437,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-54R1,1-9 ",Rhyolite ,-50.185,63.94,68.3,[9],,,,,,,,0.512554,0.791156,,,,,,,,,,,,,
438,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-71R4,40-50 ",Trachyte ,-50.185,63.94,68.3,[9],23.0,108.0,60.4,41.2,1.5,28.3,18.6,0.512559,0.710483,17.610,15.514,38.215,0.129,,4.243,,3.35,0.02,41.79,17.574,15.512,38.074
441,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-61R2,93-97 ",Trachyte ,-50.185,63.94,68.3,[9],15.4,78.2,118.0,9.1,3.8,14.5,11.1,0.512586,0.766991,17.911,15.542,38.406,0.119,,37.652,,16.29,0.12,49.03,17.737,15.534,38.240
442,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-51R1,13-19 ",Rhyolite ,-50.185,63.94,68.3,[9],19.2,62.9,151.0,5.7,2.4,11.4,18.7,0.512594,,17.862,15.541,38.645,0.185,,70.843,,13.14,0.10,105.33,17.722,15.534,38.288
447,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-64R2,78-87 ","Trachyandesite, Basaltic ",-50.185,63.94,68.3,[9],,,,,,,,,0.705895,,,,,,,,,,,,,
448,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-52R1,2-7_LEACHATE ",Rhyolite ,-50.185,63.94,68.3,[9],,,,,,,,,0.710758,,,,,,,,,,,,,
449,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-57R1,127-134_LEACHATE ",Rhyolite ,-50.185,63.94,68.3,[9],,,,,,,,,0.726904,,,,,,,,,,,,,
450,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-57R1,127-134 ",Rhyolite ,-50.185,63.94,68.3,[9],,,,,,,,,0.915856,17.674,15.510,38.231,,,,,,,,,,
451,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-51R1,13-19 ",Rhyolite ,-50.185,63.94,68.3,[9],,,,,,,,,1.015175,,,,,,,,,,,,,
452,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-73R3,100-111 ",Trachyte ,-50.185,63.94,68.3,[9],44.4,244.0,115.0,11.8,2.1,13.2,13.2,,,17.737,15.554,38.450,0.097,,26.245,,9.61,0.07,63.94,17.634,15.549,38.234
453,[19],Kerguelen Plateau (Skiff Bank),"ODP Leg 183, Site 1139","s 183-1139A-72R2,25-35 ",Trachyte ,-50.185,63.94,68.3,[9],,,,,,,,,,17.756,15.541,38.442,,,,,,,,,,
458,[7],Kerguelen Plateau (Southern),"MD48, Dredge 2",s MD48DR02.12 ,Basalt ,-57.3,77.6,112,[4],5.3,22.1,62.0,338.0,,,2.1,0.512459,0.706082,,,,0.146,,0.531,,,,,,,
467,[28],Kerguelen Plateau (Southern),"MD48, Dredge 2",s DR02/12 ,"Basalt, Transitional ",-57.3,77.6,110,[4],,,59.0,366.5,0.2,1.3,,0.512530,0.706160,17.539,15.467,37.875,,,0.466,,9.80,0.07,0.00,17.370,15.459,37.875
469,[28],Kerguelen Plateau (Southern),"MD48, Dredge 5",s DR05 ,"Basalt, Transitional ",-58.1,76.917,110,[4],,,28.7,173.1,0.1,,,0.512790,0.705180,18.068,15.596,38.336,,,0.480,0.704430,,,,,,
468,[7],Kerguelen Plateau (Southern),"MD48, Dredge 5",s MD48DR05.11 ,Basalt ,-58.1,76.917,110,[4],4.0,12.6,,,,,,0.512710,,,,,0.191,,,,,,,,,
470,[7],Kerguelen Plateau (Southern),"MD48, Dredge 6",s MD48DR06.14 ,Basalt ,-58.283,76.917,110,[4],6.6,23.0,11.0,331.0,,,1.8,0.512707,0.704542,,,,0.172,0.512583,0.096,0.704392,,,,,,
471,[28],Kerguelen Plateau (Southern),"MD48, Dredge 6",s DR06 ,"Basalt, Transitional ",-58.283,76.917,110,[4],,,10.0,331.5,0.1,1.0,,0.512710,0.704270,18.182,15.579,38.277,,,0.087,0.704134,5.76,0.04,0.00,18.083,15.574,38.277
472,[1],Kerguelen Plateau (Southern),"ODP Leg 119, Site 738","s 119-738C-119-738C-36R-1,140-144 ",Tholeiite ,-62.709,82.7875,110,[4],4.7,17.6,7.1,296.0,,,,0.512196,0.709049,17.735,15.712,38.860,0.160,,0.069,,,,,,,
473,[20],Kerguelen Plateau (Southern),"ODP Leg 119, Site 738",s 119-738C-34R-430-33_LEACHED ,Tholeiite ,-62.709,82.7875,110,[4],,,,,,,,,0.709060,17.735,15.721,38.932,,,,,,,,,,
474,[20],Kerguelen Plateau (Southern),"ODP Leg 119, Site 738",s 119-738C-35R-291-94_LEACHED ,Tholeiite ,-62.709,82.7875,110,[4],,,,,,,,,0.709010,17.739,15.725,38.966,,,,,,,,,,
475,[20],Kerguelen Plateau (Southern),"ODP Leg 119, Site 738",s 119-738C-33R-179-81_LEACHED ,Tholeiite ,-62.709,82.7875,110,[4],,,,,,,,,0.709840,17.752,15.712,38.937,,,,,,,,,,
476,[20],Kerguelen Plateau (Southern),"ODP Leg 119, Site 738",s 119-738C-33R-517-21_LEACHED ,Tholeiite ,-62.709,82.7875,110,[4],,,,,,,,,0.709810,17.768,15.744,39.044,,,,,,,,,,
477,[20],Kerguelen Plateau (Southern),"ODP Leg 119, Site 738",s 119-738C-33R-265-68_LEACHED ,Tholeiite ,-62.709,82.7875,110,[4],,,,,,,,,0.709220,17.777,15.748,39.142,,,,,,,,,,
478,[20],Kerguelen Plateau (Southern),"ODP Leg 119, Site 738",s 119-738C-34R-188-92_LEACHED ,Tholeiite ,-62.709,82.7875,110,[4],,,,,,,,,0.709730,17.817,15.750,39.005,,,,,,,,,,
479,[25],Kerguelen Plateau (Southern),"ODP Leg 120, Site 748","s 120-748C-79R-7,65-67 ","Basalt, Alkaline ",-58.4408,78.9815,110,[4],,,,,,,,0.512491,0.705157,18.305,15.613,38.495,,,,,,,,,,
492,[25],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-12R-4,144-148 ",Tholeiite ,-58.7172,76.4075,110,[4],3.5,10.8,,226.0,,,,,0.704268,17.980,15.587,38.204,0.173,,0.000,0.704268,,,,,,
482,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-15R-4,36-40 ",Tholeiite  / Basalt ,-58.7172,76.4075,110,[4],3.8,11.8,9.1,229.0,0.2,1.8,0.8,0.512770,0.704316,17.990,15.569,38.149,0.196,0.512629,0.115,0.704136,6.40,0.05,30.43,17.880,15.564,37.983
484,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-16R-1,22-29 ",Tholeiite  / Basalt ,-58.7172,76.4075,110,[4],4.2,13.6,4.6,232.0,0.2,1.2,0.8,0.512866,0.703701,18.035,15.554,38.007,0.188,0.512731,0.057,0.703612,8.17,0.06,40.98,17.894,15.547,37.783
489,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-16R-6,50-56 ",Tholeiite ,-58.7172,76.4075,110,[4],2.0,6.0,0.5,243.0,0.1,0.5,0.3,0.512923,0.703552,18.033,15.552,37.932,0.201,0.512778,0.006,0.703543,8.67,0.06,38.06,17.883,15.545,37.724
485,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-16R-5,20-27 ",Tholeiite ,-58.7172,76.4075,110,[4],1.9,5.6,2.7,237.0,0.1,0.5,0.3,0.512894,0.703569,18.033,15.506,37.854,0.203,0.512748,0.033,0.703518,17.15,0.13,36.92,17.737,15.492,37.653
488,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-12R-3,55-60 ",Tholeiite  / Basalt ,-58.7172,76.4075,110,[4],2.7,8.2,2.1,204.0,0.1,1.1,0.4,0.512910,0.703597,18.016,15.577,37.986,0.197,0.512768,0.030,,5.14,0.04,23.71,,,
480,[25],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-15R-2,35-37 ",Tholeiite ,-58.7172,76.4075,110,[4],,,,,,,,0.512763,0.704237,18.200,15.625,38.435,,,,,,,,,,
481,[25],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-15R-5,127-130 ",Tholeiite ,-58.7172,76.4075,110,[4],,,,,,,,0.512764,0.704306,17.978,15.587,38.213,,,,,,,,,,
483,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-12R-5,76-79 ",Tholeiite  / Basalt ,-58.7172,76.4075,110,[4],3.8,11.6,13.9,215.0,0.2,1.8,0.8,0.512782,0.704308,,,,0.200,,0.187,,0.08,0.00,0.39,,,
486,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-12R-2,99-102 ",Tholeiite ,-58.7172,76.4075,110,[4],2.5,7.2,4.0,183.0,0.1,0.8,0.4,0.512905,0.703674,17.999,15.543,37.906,0.205,,0.063,,6.46,0.05,30.72,17.888,15.538,37.738
487,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-16R-6,50-56 ",Tholeiite ,-58.7172,76.4075,110,[4],,,,,,,,0.512905,,,,,,,,,,,,,,
490,[25],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-16R-7,107-109 ",Tholeiite ,-58.7172,76.4075,110,[4],,,,,,,,,0.703506,18.031,15.579,38.222,,,,,,,,,,
491,[25],Kerguelen Plateau (Southern),"ODP Leg 120, Site 749","s 120-749C-16R-7,75-77 ",Tholeiite ,-58.7172,76.4075,110,[4],2.0,6.7,,240.0,,,,,0.703531,18.065,15.574,38.028,0.155,,0.000,,,,,,,
466,[25],Kerguelen Plateau (Southern),"ODP Leg 120, Site 750","s 120-750B-17R-3,26-30 ",Tholeiite ,-57.792,81.2395,112,[4],2.1,7.3,,152.0,,,,,0.705300,,,,0.156,,0.000,0.705300,,,,,,
463,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 750",s 120-750B-16R-2.50-56 ,Tholeiite  / Basalt ,-57.792,81.2395,112,[4],1.6,4.1,1.6,126.0,0.1,0.4,0.3,0.512923,0.705032,17.474,15.404,37.666,0.228,0.512756,0.037,0.704974,8.79,0.06,49.18,17.320,15.396,37.393
462,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 750","s 120-750B-16R-7,16-21 ",Tholeiite ,-57.792,81.2395,112,[4],1.6,4.3,1.6,128.0,0.1,0.4,0.3,0.512919,0.705026,17.551,15.462,37.660,0.219,0.512759,0.035,0.704970,7.27,0.05,42.05,17.423,15.456,37.426
464,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 750","s 120-750B-15R-1,103-108 ",Tholeiite  / Basalt ,-57.792,81.2395,112,[4],1.7,4.5,2.2,167.0,0.1,0.5,0.3,0.512938,0.705023,17.511,15.435,37.731,0.224,0.512774,0.039,0.704961,7.34,0.05,43.43,17.382,15.429,37.490
465,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 750","s 120-750B-16R-4,42-47 ",Tholeiite  / Basalt ,-57.792,81.2395,112,[4],1.6,4.4,1.6,127.0,0.1,0.5,0.3,0.512939,0.705013,17.534,15.455,37.814,0.226,0.512773,0.037,0.704955,6.96,0.05,40.25,17.412,15.449,37.590
459,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 750","s 120-750B-17R-3,23-27 ",Tholeiite  / Basalt ,-57.792,81.2395,112,[4],2.6,7.5,3.2,148.0,0.1,0.8,0.3,0.512745,0.705438,17.533,15.508,38.048,0.212,,0.062,,3.95,0.03,23.33,17.464,15.505,37.918
460,[25],Kerguelen Plateau (Southern),"ODP Leg 120, Site 750","s 120-750B-16R-3,134-136 ",Tholeiite ,-57.792,81.2395,112,[4],,,,,,,,0.512902,0.705012,18.112,15.585,38.405,,,,,,,,,,
461,[11],Kerguelen Plateau (Southern),"ODP Leg 120, Site 750","s 120-750B-14R-2,92-95 ",Tholeiite ,-57.792,81.2395,112,[4],1.5,4.3,1.8,143.0,0.1,0.4,0.3,0.512910,0.705040,17.550,15.486,37.878,0.212,,0.037,,8.72,0.06,48.20,,,
456,[21],Kerguelen Plateau (Southern),"ODP Leg 183, Site 1136","s 183-1136A-19R2,9_LEACHED ",Tholeiite ,-59.6517,84.835,119,[9],1.0,3.5,27.9,340.9,0.1,0.5,0.3,0.512887,0.705430,18.181,15.586,38.865,0.177,0.512749,0.237,0.705030,9.93,0.07,40.52,17.995,15.577,38.626
455,[21],Kerguelen Plateau (Southern),"ODP Leg 183, Site 1136","s 183-1136A-18R6,2_LEACHED ",Tholeiite ,-59.6517,84.835,119,[9],1.4,3.5,1.8,162.4,0.0,0.5,0.2,0.512704,0.704690,17.911,15.580,38.369,0.245,0.512513,0.032,0.704636,3.89,0.03,19.12,17.838,15.576,38.256
454,[21],Kerguelen Plateau (Southern),"ODP Leg 183, Site 1136","s 183-1136A-16R2,2A ",Tholeiite ,-59.6517,84.835,119,[9],4.1,13.3,2.6,226.9,0.1,1.5,0.9,0.512673,0.704660,17.955,15.565,38.373,0.184,0.512530,0.033,0.704605,5.28,0.04,37.83,17.856,15.560,38.150
457,[21],Kerguelen Plateau (Southern),"ODP Leg 183, Site 1136","s 183-1136A-16R2,2A_LEACHED ",Tholeiite ,-59.6517,84.835,119,[9],,,,,0.0,0.4,0.0,,,17.906,15.563,38.229,,,,,1.66,0.01,2.91,17.875,15.561,38.212
493,[24],Naturaliste Plateau,"DSDP Leg 28, Site 264 (Southeastern Sector)",s DSDP264-15CC ,Andesite ,-34.84,112.32,128,[THIS PAPER],1.7,7.8,25.3,262.7,,,,0.511934,,18.105,15.175,39.300,0.134,,0.259,,,,,,,
494,[20],Naturaliste Plateau,"DSDP Leg 28, Site 264 (Southeastern Sector)",s DSDP264-15CC_LEACHED ,Andesite ,-34.84,112.32,128,[THIS PAPER],1.7,7.8,26.3,262.7,,5.5,,0.511922,0.713401,18.087,15.701,39.220,0.134,,0.290,,,,,,,
497,[20][27],Naturaliste Plateau,"Eltanin 55, Dredge 12 (Northwestern Sector)",s EL5512-8  / s EL55-12-8_UNLEACHED ,Tholeiite ,-32.95,110.81,128,[THIS PAPER],4.1,13.6,15.6,142.7,,3.1,1.9,0.512240,0.710270,17.950,15.626,38.510,0.183,0.512086,0.316,0.709695,,,,,,
496,[20][27],Naturaliste Plateau,"Eltanin 55, Dredge 12 (Northwestern Sector)",s EL5512-7  / s EL55-12-7_UNLEACHED ,Tholeiite ,-32.95,110.81,128,[THIS PAPER],3.9,13.2,19.3,126.8,,3.0,1.6,0.512196,0.710481,17.970,15.640,38.574,0.178,0.512046,0.441,0.709679,,,,,,
502,[20],Naturaliste Plateau,"Eltanin 55, Dredge 12 (Northwestern Sector)",s EL55-12-25_LEACHED ,Tholeiite ,-32.95,110.81,128,[THIS PAPER],0.5,0.9,6.9,166.8,,0.3,,0.512972,0.704145,17.817,15.502,37.654,0.353,0.512677,0.120,0.703926,,,,,,
498,[20],Naturaliste Plateau,"Eltanin 55, Dredge 12 (Northwestern Sector)",s EL55-12-24_LEACHED ,Tholeiite ,-32.95,110.81,128,[THIS PAPER],0.5,0.8,7.4,156.9,,0.3,,0.512942,0.704128,17.849,15.513,37.674,0.345,0.512653,0.136,0.703881,,,,,,
499,[20],Naturaliste Plateau,"Eltanin 55, Dredge 12 (Northwestern Sector)",s EL55-12-21  / s EL55-12-21_UNLEACHED ,Tholeiite ,-32.95,110.81,128,[THIS PAPER],1.3,3.0,11.6,168.3,,0.4,,0.512856,0.704710,17.982,15.530,37.757,0.259,,0.199,,,,,,,
500,[20],Naturaliste Plateau,"Eltanin 55, Dredge 12 (Northwestern Sector)",s EL55-12-24  / s EL55-12-24_UNLEACHED ,Tholeiite ,-32.95,110.81,128,[THIS PAPER],0.7,1.6,13.8,166.4,,,,0.512872,0.704279,,,,0.275,,0.240,,,,,,,
501,[20],Naturaliste Plateau,"Eltanin 55, Dredge 12 (Northwestern Sector)",s EL55-12-21_LEACHED ,Tholeiite ,-32.95,110.81,128,[THIS PAPER],0.4,0.8,9.2,133.3,,0.2,,0.512942,0.704290,17.960,15.517,37.694,0.345,,0.199,,,,,,,
503,[20],Naturaliste Plateau,"Eltanin 55, Dredge 12 (Northwestern Sector)",s EL55-12-8_LEACHED ,Tholeiite ,-32.95,110.81,128,[THIS PAPER],,,5.7,132.6,,2.4,,,,17.909,15.609,38.433,,,,,,,,,,
504,[20],Naturaliste Plateau,"Eltanin 55, Dredge 12 (Northwestern Sector)",s EL55-12-7_LEACHED ,Tholeiite ,-32.95,110.81,128,[THIS PAPER],,,6.4,133.8,,2.7,,,,17.914,15.635,38.477,,,,,,,,,,
534,[69][47],Ninetyeast Ridge,"DSDP Leg 22, Site 214","s 22-214-53-1,30-35  / s 22-214-53-1(30-35)  / s 22-214-53-130-35 ","Basalt, Pyroxene  / Basalt ",-11.337,88.718,59,[81],,,3.6,220.0,0.0,0.3,,0.512896,0.704070,18.320,15.580,38.440,,,0.047,0.704031,8.91,0.07,0.00,18.238,15.576,38.440
532,[66],Ninetyeast Ridge,"DSDP Leg 22, Site 214",s 11670-48-1 ,Basalt ,-11.337,88.718,59,[81],,,,,,,,,0.704860,18.346,15.579,38.750,,,,,,,,,,
533,[66],Ninetyeast Ridge,"DSDP Leg 22, Site 214",s 11674-51-1 ,Basalt ,-11.337,88.718,59,[81],,,,,,,,0.512833,,18.343,15.566,38.722,,,,,,,,,,
531,[47],Ninetyeast Ridge,"DSDP Leg 22, Site 216","s 22-216-38-2,143-150  / s 22-216-38-2143-150  / s 22-216-38-2,145-150 ","Basalt, Pyroxene  / Basalt ",1.4572,90.208,81,[81],5.3,18.9,9.3,174.0,0.3,0.7,1.4,0.512652,0.705649,18.070,15.588,38.850,0.168,0.512563,0.155,0.705471,22.02,0.16,127.41,17.791,15.575,38.338
530,[47],Ninetyeast Ridge,"DSDP Leg 22, Site 216","s 22-216-37-2,80  / s 22-216-37-280 ",Basalt ,1.4572,90.208,81,[81],5.0,19.7,2.6,177.0,0.5,0.9,1.2,0.512652,0.705454,18.090,15.585,38.810,0.153,0.512571,0.042,0.705405,33.44,0.25,90.89,17.666,15.565,38.445
528,[66],Ninetyeast Ridge,"DSDP Leg 22, Site 216",s 11662-37-1 ,Basalt ,1.4572,90.208,81,[81],,,,,,,,0.512629,,18.080,15.561,38.805,,,,,,,,,,
529,[66],Ninetyeast Ridge,"DSDP Leg 22, Site 216",s 11664-38-1 ,Basalt ,1.4572,90.208,81,[81],,,,,,,,,,18.132,15.541,38.686,,,,,,,,,,
554,[47],Ninetyeast Ridge,"DSDP Leg 26, Site 253",s 26-253-58CC#3 ,Picrite ,-24.878,87.366,49,[4],2.0,4.9,1.6,70.8,0.0,0.1,,,0.704738,18.610,15.593,38.760,0.213,,0.065,0.704693,6.99,0.05,0.00,18.557,15.590,38.760
552,[66],Ninetyeast Ridge,"DSDP Leg 26, Site 253",s 26-253-24-1 ,"Basalt, Olivine ",-24.878,87.366,49,[4],,,,,,,,0.512873,,18.709,15.552,38.549,,,,,,,,,,
553,[66],Ninetyeast Ridge,"DSDP Leg 26, Site 253",s 11404-58CC ,"Basalt, Olivine ",-24.878,87.366,49,[4],,,,,,,,0.512787,,18.768,15.588,38.659,,,,,,,,,,
571,[47],Ninetyeast Ridge,"DSDP Leg 26, Site 254",s 26-254-31-1:88-90  / s 254-31-188-90 ,Tholeiite  / Basalt ,-30.969,87.895,37,[81],4.3,16.0,1.5,185.0,0.1,0.3,,0.512757,0.704494,18.060,15.506,38.520,0.164,0.512717,0.023,0.704482,11.51,0.08,0.00,17.994,15.503,38.520
569,[66],Ninetyeast Ridge,"DSDP Leg 26, Site 254",s 10666-31-1 ,Basalt ,-30.969,87.895,37,[81],,,,,,,,0.512759,0.704650,18.030,15.501,38.550,,,,,,,,,,
570,[66],Ninetyeast Ridge,"DSDP Leg 26, Site 254",s 10669-38-1 ,Basalt ,-30.969,87.895,37,[81],,,,,,,,0.512785,,18.079,15.511,38.623,,,,,,,,,,
556,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 756C","s 121-756C-10N-1,32-36 ",Basalt ,-27.354,87.598,45,[80],4.7,17.2,6.5,188.0,0.1,0.6,1.1,0.512902,0.703868,18.670,15.548,38.979,0.164,0.512854,0.100,0.703804,10.70,0.08,126.02,18.595,15.544,38.698
555,[66],Ninetyeast Ridge,"ODP Leg 121, Site 756C",s 11727-10N-2 ,"Tholeiite, Olivine ",-27.354,87.598,45,[80],,,,,,,,0.512881,0.704060,18.667,15.516,38.926,,,,,,,,,,
568,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 756D","s 121-756D-8R-1,20-23 ",Basalt ,-27.355,87.597,45,[80],3.9,14.5,13.0,153.0,0.2,0.9,0.8,0.512820,0.704379,18.723,15.576,39.243,0.164,0.512772,0.246,0.704222,15.00,0.11,52.84,18.618,15.571,39.125
567,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 756D","s 121-756D-7R-1,100-104 ",Basalt ,-27.355,87.597,45,[80],4.7,16.8,2.9,200.0,0.4,0.8,1.0,0.512878,0.703951,18.686,15.554,38.993,0.168,0.512829,0.042,0.703924,30.00,0.22,82.38,18.475,15.544,38.809
565,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 756D","s 121-756D-6R-2,13-17 ",Basalt ,-27.355,87.597,45,[80],4.2,14.0,1.1,174.0,0.1,0.4,0.7,,0.703890,18.696,15.551,39.028,0.159,,0.018,0.703878,15.37,0.11,123.52,18.588,15.545,38.753
562,[61],Ninetyeast Ridge,"ODP Leg 121, Site 756D","s 121-756D-4R-1,35-39 ",Basalt ,-27.355,87.597,45,[80],4.8,16.9,10.0,195.0,,,1.1,0.512903,0.703916,18.711,15.553,38.980,0.172,0.512852,0.148,0.703821,,,,,,
561,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 756D","s 121-756D-12R-3,139-143 ",Basalt ,-27.355,87.597,45,[80],4.2,13.4,1.9,163.0,0.2,0.8,0.7,0.512850,0.703813,18.663,15.544,38.942,0.189,0.512794,0.034,0.703791,13.57,0.10,56.11,18.567,15.540,38.817
563,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 756D","s 121-756D-4R-1,85-89 ",Basalt ,-27.355,87.597,45,[80],5.1,16.8,15.0,181.0,0.1,0.6,1.3,0.512902,0.703899,18.692,15.546,38.968,0.184,0.512848,0.240,0.703746,11.27,0.08,154.92,18.613,15.542,38.623
560,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 756D","s 121-756D-10R-1,99-103 ",Basalt ,-27.355,87.597,45,[80],3.9,13.5,16.0,156.0,0.2,0.9,0.7,0.512890,0.703891,18.692,15.548,38.994,0.174,0.512839,0.297,0.703701,17.62,0.13,50.08,18.569,15.542,38.882
564,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 756D","s 121-756D-6R-1,6-10 ",Basalt ,-27.355,87.597,45,[80],5.4,18.7,19.0,166.0,0.1,0.4,1.7,0.512893,0.703895,18.663,15.544,38.964,0.175,0.512842,0.331,0.703683,12.62,0.09,277.10,18.574,15.540,38.346
566,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 756D","s 121-756D-6R-2,9-13 ",Basalt ,-27.355,87.597,45,[80],4.0,12.9,33.0,171.0,0.1,0.4,0.7,0.512886,0.703899,18.701,15.552,39.045,0.186,0.512831,0.558,0.703542,13.87,0.10,113.10,18.604,15.548,38.793
557,[66],Ninetyeast Ridge,"ODP Leg 121, Site 756D",s 11729-4R-1 ,"Tholeiite, Olivine ",-27.355,87.597,45,[80],,,,,,,,,0.704170,18.754,15.521,38.906,,,,,,,,,,
558,[66],Ninetyeast Ridge,"ODP Leg 121, Site 756D",s 11735-6R-3 ,"Tholeiite, Olivine ",-27.355,87.597,45,[80],,,,,,,,,,18.633,15.524,38.883,,,,,,,,,,
559,[66],Ninetyeast Ridge,"ODP Leg 121, Site 756D",s 11737-7R-2 ,"Tholeiite, Olivine ",-27.355,87.597,45,[80],,,,,,,,0.512829,0.704170,18.768,15.521,38.944,,,,,,,,,,
541,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-10R-3,2-6 ",Basalt ,-17.023,88.03,56,[80],1.6,5.9,17.0,559.0,0.1,0.3,0.3,0.512799,0.705775,19.184,15.612,39.111,0.164,0.512739,0.088,0.705705,28.56,0.21,56.76,18.934,15.600,38.953
543,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-11R-2,51-56 ",Basalt ,-17.023,88.03,56,[80],1.7,6.0,20.0,292.0,0.2,0.5,0.3,0.512811,0.705589,18.910,15.591,39.022,0.171,0.512748,0.198,0.705431,24.81,0.18,48.42,18.693,15.580,38.888
546,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-12R-4,24-29 ",Basalt ,-17.023,88.03,56,[80],1.3,16.0,14.0,150.0,0.5,1.4,1.9,0.512810,0.704886,18.810,15.574,39.196,0.049,0.512792,0.270,0.704671,22.09,0.16,91.78,18.617,15.565,38.942
